Sentiment	Text	Entity	Performance	Usability	Security	Others
o	"""I took it from recent discussion on comp.lang.java.gui (I was the autor of this post so I could do it rightfully), URL_http://groups.google.com/group/com p.lang.java.gui/browse_thread/thread/3722f92594039d24/1f0b605efebb1b39#1f0b605 efebb1b39 [here] is the link to whole discussion."""	comp.lang.java.gui	0	0	0	1
o	It is not related to Swing and AWT at all.	Swing	0	0	0	1
o	"Actually, addAll and the constructors don't need to be overridden since they are defined in AbstractSet and AbstractCollection to simply call the add method.  So only add really needs to be overridden."",""To cdmckay: If you haven't already upvoted Tom Hawtin's answer, do it now! :)"	addAll	0	0	0	1
o	How to Reject Request with this ?,To Override     public ContainerResponse filter(...) is not valid in this type of class.	ContainerResponse filter(...)	0	0	0	1
p	"Look and Feel: AWT components more closely reflect the look and feel of the OS they run on."""	AWT	0	1	0	0
o	"JNA comes with a StdCallFunctionMapper that handles the __stdcall name mangling for you.  You should also ensure your library implements StdCallLibrary, which indicates to JNA to use the stdcall convention for that library."",""Finally found the solution, check out my answer. Thank you very much for your help."	StdCallLibrary	0	0	0	1
o	StringBuffer is the exact same thing as of StringBuilder except that all his method are synchronized.	StringBuffer	0	0	0	1
o	"Gson is a Java library that can be used to convert Java Objects into its JSON representation."""	JSON	0	1	0	0
o	"""I would go with using Jersey or a library in this case, if it does the following (adds enough value):"	Jersey	0	0	0	1
o	Does JBoss Seam work well on Glassfish?	Glassfish	0	0	0	1
n	"To Andreas note that I fixed some errors in my code (I had ,headSet(), instead of ,tailSet(), and needed to """"readd"""" the last element). Also please note that this is just an example for you to build on and you'd still need to check for bugs and fix them."", Good idea! When i have to implement more than one 'special' Set I'll use it."	headSet()	0	1	0	0
p	SLF4j because it's newer than Commons Logging and provides parameterized logging:	SLF4j	0	1	0	0
p	"""I have tried both shiro and spring security, and I personally feel the shiro is quite easy to understand where as spring security feels complex."""	shiro	0	1	0	0
o	For more on Shiro's Spring integration: URL_http://shiro.apache.org/spring.html [ URL_http://shiro.apache.org/spring.html ] .	Shiro	0	0	0	1
o	"""AWT require javax.awt package"	javax.awt	0	0	0	1
o	"To user2526311 Don't set it as null in the beginning, Set it to a dummy or empty string."",""Wow, Great but why eclipse imports ,java.awt.List, not ,java.utils.List,?"	java.utils.List	0	1	0	0
p	Log4j because most everybody uses it (in my experience)	Log4j	0	1	0	1
p	For simple use cases you can use URL_http://hc.apache.org/httpcomponents- client-ga/fluent-hc/ [HttpClient-Fluent-API] .	HttpClient-Fluent-API	0	1	0	0
o	To VladimirBrasil - how are you authorizing?  We are using Service Account.  I just ran a test here and was able to create a contact in the OAuth playground (not using Service Account but with token) ,developers.google.com/oauthplayground,  Maybe it is to d	ContactsApp.createContact	0	1	0	0
o	"Excuse me if my question is very trivial but I'm really struggling to start using Retrofit (yet zero progress). Should we have something like a php page to accomplish the task?,""Retrofit is a REST api for android, basically you need to have a server side application, like php where you will need also to build your api. If you havent tried to create a simple mobile application with REST in android, you might start with this tutorial,,androidhive.info/2012/01/闁?. And if you already have experience in REST, Retrofit will be a good library to use."	Retrofit	0	0	0	1
p	"""@ArchimedesTrajano does IOUtils.copy(inputStream, writer, encoding) deal with CR/LF translations better?"""	IOUtils.copy	0	1	0	0
o	"""In many ways, a ReadableByteChannel is like an InputStream, and WritableByteChannel is like an OutputStream."""	WritableByteChannel	0	0	0	1
o	I get java.io.IOException: Server returned HTTP response code: 403 for URL from some time. Do you have any solution for that?,Is it free? Does it require an api key?	java.io.IOException	0	0	0	1
o	Note that Twofish can be considered as an advanced version of Blowfish.	Blowfish	0	0	0	1
o	"To RaphaelTeyssandier The same error (,Missing either To PUT URL or To Url parameter. for method AuthRegisterUserApi.getStatus,) with ,To Field, and ,To FormUrlEncoded, above ,To PUT"",""You are sure, that your request is a put and not a post ?"	AuthRegisterUserApi.getStatus	0	0	1	0
o	"I'm not sure if an answer or comment has been deleted, but I see no mention of 'Jasper' anywhere else on this page. The question was about Java but this answer discusses .NET without providing anything useful for use in Java by the OP."",why use a StringBuilder at all?"	StringBuilder	0	1	0	0
p	"""It is not Swing, but rather a planned enhancement to make building Swing applications much easier."""	Swing	0	1	0	0
o	"""But one thing that should help you specifically is that one of the later chapters of the book contains overviews of several RESTful frameworks, including Restlet."""	Restlet	0	0	0	1
o	coding and decoding run over a InputStream and OutputStream	OutputStream	0	0	0	1
o	"""If you are using Maven and have trouble getting rid of commons-logging, see URL_http://day-to-day-stuff.blogspot.com/2007/07/no-more-commons-logging.html [this] ."""	Maven	0	0	0	1
o	"""I created an example app using Comet, Raphael, Bayeux, Java and Maven running PaaS Cloudbees and wrote a blog post about it, hopefully it will be helpful to someone."""	Comet	0	0	0	1
o	JavaFX is worth taking a look at .	JavaFX	0	0	0	1
o	"I can easily detect """"3"""" and can also detect """"Shift"""". But how will I know that """"Shift + 3"""" will give me """"?"""" on a specific computer?"",""Look at your keyboard. Tell me what character you see right above two. On my computer, SHIFT + 2 is [""""].                 On my Laptop, Shift+2 is [To ]. I ,-know-, when the user presses SHIFT + 2.   I ,-don't know-, what Shift + 2 will give me on different computers, if it's a """" or a To . That's the problem that I haven't solved yet, JIntelliType or not."	JIntelliType	0	0	0	1
p	Use XStream..	XStream	0	0	0	1
o	"Hello Rohit, Thanks for your answer. But how can I include it when I make a new Async i.e as my code above ? = new AsyncTask<Void, Void, String>() {... - P.S I am novice to android"",""Thanks, I will try now. Could you please explain what does <KEEP_ALIVE> means ?"	AsyncTask	0	1	0	0
p	Since Swing components handle their own painting (rather than using native API's like DirectX on Windows) you may run into graphical glitches.	Swing	0	0	0	1
o	"FlexJSON shines with its deepSerialize method that can properly handle serializing all get methods presented in a bean obtained from Hibernate (lazy loaded)."""	FlexJSON	0	1	0	0
o	JavaFX isn't based on Swing either.	Swing	0	0	0	1
o	How do you create Java RESTful clients?	RESTful	0	0	0	1
o	"ANSWER:** If you're using Hibernate, they've got one built-in: org.hibernate.pretty.Formatter CODESNIPPET_JAVA2 ."""	org.hibernate.pretty.Formatter	0	0	0	1
o	To java.is.for.desktop: I had thought about that too. At least the current way forces the programmer to see the underlying ,List, being passed to the method. If you saw an ,UnmodifiableList, sitting out in the wild, some programmers may not realize that it 	UnmodifiableList	0	0	0	1
o	"it is 100% working. I have just used it one moment ago. What is the issue/error?,""To Ionic?Biz?u: This also doesn't work anymore ,java.io.IOException: Server returned HTTP response code: 503 for URL: http://translate.google.com/translate_a/t?text=Hello%20World&oe=UTF-8&tl=en&client=z&sl=&ie=UTF-8"	java.io.IOException	0	0	0	1
o	I've been quite happy with Swing for the desktop applications I've been involved in.	Swing	0	1	0	0
o	"Good point on the additions to the HashTree. I was playing around with the JMeter API a little while back but I'm a bit rusty on the details of data structure passed into the JMeter Engine configure method :),""Hi, what changes do i have to do when i want to run this as distributed testing?"	JMeter API	0	1	0	0
n	"To averasko, I don't think there is a valid way to define head() / tail() on an empty list"",""To LawrenceDol - seems like your issue is with the question, not this answer, since the answer addresses the question as asked.  your interpretation seems to be one o"	head()	0	1	0	0
o	I recommend the URL_http://commons.apache.org/proper/commons-lang/javadocs /api-release/org/apache/commons/lang3/builder/ToStringBuilder.html [Apache- Commons-ToStringBuilder] to make this easier.	Apache- Commons-ToStringBuilder	0	1	0	0
p	"""If you were using SWT, you can use JFace as well."""	SWT	0	1	0	0
o	"count, field doesn't have to be ,static, field - it should work as long as ,CountController, is scoped as ,singleton"",Means you need to track each users hit count?"	CountController	0	1	0	0
o	"java.nio.file.Files -- JDK7,""It's Files, not File."	java.nio.file.Files	0	0	0	1
o	I probably misinterpreted your question. It is more of interface and design choice for SparseIntArray. Will keep you posted once got any clue.,Yep! But To Omkar beat you to it. ? Thanks!	SparseIntArray	0	0	0	1
o	If you have a defined file layout with different content you should consider to use a template engine like URL_http://freemarker.sourceforge.net/ [FreeMarker] or URL_http://velocity.apache.org/ [Velocity] to generate your files.You can define templates here which will be filled with your dynamic content which you have to provide.	FreeMarker	0	0	0	1
o	Any developments on this question? I was shocked to see that iOS PlacePicker from Google has search built in by default :/,I was looking for the same... Specially because I saw that Hangouts is using Place Picker and it has the search button on the topbar!	PlacePicker	0	0	0	1
o	For example URL_http://svn.apache.org/viewvc/activemq/camel/trunk/components /camel-rest/src/test/java/org/apache/camel/rest/resources/EndpointsTest.java?r evision=700513&view=markup [here-is-a-unit-test-case] from the URL_http://activemq.apache.org/camel/ [Apache-Camel-project] which looks up XML payloads from a RESTful resource (using the JAXB object Endpoints).	JAXB	0	1	0	0
o	Netbeans is the simplest to use ( URL_http://netbeans.org/ [ URL_http://netbeans.org/ ] ).	Netbeans	0	1	0	0
o	"See also my question ,here, if you are interested please."",""To janzoner The point is ,ContextThemeWrapper, provides an implementation of ,getResources(), which ,Activity, inherits. That answers the original question. So what's wrong with my answer?"	ContextThemeWrapper	0	0	0	1
p	"""But if you are building CODETERM13 objects that are large, say less than 4k, then declaring CODETERM14 is much more efficient than concatenation or using the URL_http:/ /java.sun.com/javase/6/docs/api/java/lang/StringBuilder.html#StringBuilder%28% 29 [default] which is only 16 characters."""	StringBuilder	1	0	0	0
o	Consider using the URL_http://docs.spring.io/spring- security/site/docs/3.1.x/reference/crypto.html [Spring-Security-Crypto-Module]	Spring-Security-Crypto-Module	0	1	1	0
o	_**Swing is still in use.... but there is AWT!!	AWT	0	1	0	0
o	Here's an example of Spring Security 3.x of one of my projects:- CODESNIPPET_JAVA1 .	Spring Security 3.x	0	0	1	0
p	"""I can't _truly_ recommend this, because I've never used it, but URL_http://jackson.codehaus.org/ [Jackson] sounds promising."""	Jackson	0	1	0	0
p	"""If you actually don't worry about txt lines, then I would rather use InputStream/OutputStream instead and count the transferred bytes."""	InputStream	0	1	0	0
o	To shabunc: you're correct. JavaHg is using the only stable API there is for Mercurial: the command line. This means that it will keep working if the underlying data structures change. However, you're correct that unlike, say, JGit, it isn't a Java-only lib	JavaHg	0	0	0	1
o	"""As noted by Alex, org.hibernate.pretty.Formatter no longer exists as of version 3.3.2.GA."""	org.hibernate.pretty.Formatter	0	0	0	1
p	"""Today a Swing application can run fast enough to be serviceable or even zippy, and almost indistinguishable from an application using native widgets."""	Swing	1	0	0	0
o	URL_http://code.google.com/p/guava-libraries/ [Guava] has a method similar to the one from Commons IOUtils that Willi aus Rohr mentioned: CODESNIPPET_JAVA1 .	Guava	0	0	0	1
o	"It renders UI using Java2D, thus minimizing the impact of (IMO, bloated) legacies of Swing and AWT."""	AWT	0	1	0	0
o	All you do is annotate a POJO with JAXB annotations and include the proper libraries.	POJO	0	0	0	1
p	"""However, I do share your view on Swing not offering advanced components."""	Swing	0	0	0	1
o	"Does anyone can make this work?:  ContactsApp.createContact(""testFirstName"", ""testLastName"", ""test.emailTo test.com"")   If one person can make this work, than the issue is specific to us, otherwise is everyone's issue!"	ContactsApp.createContact	0	0	0	1
o	"""This involves creating your own URL_http://java.sun.com/javase/6/docs/api/java/security/Provider.html [CODETERM2] subclass and using it with URL_http://java.sun.com/javase/6/docs/a pi/javax/crypto/Cipher.html#getInstance%28java.lang.String,%20java.security.Pr ovider%29 [CODETERM3] ."""	java.lang.String	0	0	0	1
p	Basically AWT came first and is a set of heavyweight UI components (meaning they are wrappers for operating system objects) whereas Swing built on top of AWT with a richer set of lightweight components.	AWT	1	0	0	0
o	"public class MyArrayList<E> extends ArrayList<E> { public E getLast() {return get(size()-1);} },""To skaffman: You're correct. That is the ,main, goal of an interface, of course. I'm talking more from the perspective of a secondary goal. I will update my answer to reflect this."	ArrayList	0	1	0	0
o	The CODETERM1 in JSON represents an array and should map to a Java collection such as URL_http://docs.oracle.com/javase/6/docs/api/java/util/List.html [CODETERM2] or just a plain Java array.	JSON	0	0	0	1
n	I started developing a Seam application on JBoss and after a few months tried to get it working on Glassfish.	Glassfish	0	0	0	1
o	"It is not work for me to set JRE_HOME JAVA_HOME in catalina.bat and setclasspath.bat. What's the detail about your operation? To Piotr K,""I have java 1.8 JRE and JDK installed. My VirtualMachine.list() returned an empty list when I ran it from Eclipse using the JRE. When I changed the JRE version to the JDK version on the build path, it suddenly listed all my running java applications."	VirtualMachine.list()	0	0	0	1
o	"now that i look at this some more you could even build a query factory to avoid that awkward constructor call: QueryFactory.customer().withName(""""john(.*)"""").olderThan(10) QueryFactory.customer() would be a static factory method tahts returns CustomerQueries. you could then reuse the same query factory for any other entity queries you might have"",""If you developing an API is best to not add functionality you may want to remove later, it is easier to add it than to remove it."	QueryFactory	0	1	0	0
p	It says how to do authentication and authorization via JBossAuthenticationManager and JBossAuthorizationManager ...	JBossAuthorizationManager	0	0	1	0
o	To Houf GeoName is the class that is used to map the JSON responses through the use of class 'layers'. I have added the class to the code above. From what I can see I cant seem to access the id of the array object that has been clicked from my listview.,i w	layers	0	1	0	0
o	"package, it can't be replaced by swapping a JAR - which is the way SLF4J bridges the other frameworks."""	SLF4J	0	1	0	0
o	URL_http://hc.apache.org/ [Apache-HttpComponents] .	Apache-HttpComponents	0	0	0	1
n	"""Because AWT uses native GUI widgets, your OS knows about them and handles putting them in front of each other, etc., whereas Swing widgets are meaningless pixels within a window from your OS's point of view."""	AWT	0	0	0	1
o	"but for """"Situation: I put .../users/?role=admin&title=manager into postman  Expected: a json of all the users who are managers and admins."""" it is not relevant! ;)"",""the """"of"""" comes from a lombok.allargsconstructor.staticName it's equivalent to new person(..,...) ,link"	lombok.allargsconstructor.staticName	0	1	0	0
o	"To grant: Do you mean : TranslateOptions.new builder().apiKey(""""GOOGLE_API_KEY"""").build().service(); gives error TranslateOptions cannot be resolved to a variable-> which is strange TranslateOptions can be imported"",""Use this in your AsyncTask Class: ,Trans"	TranslateOptions.new builder()	0	0	0	1
n	BTW thanks for log4j (original).	log4j	0	0	0	1
o	"Furthermore, I am ,unable to build the libraries, with gradle. I downloaded the resources from GitHub and renamed the folders as told in the readme, but ,gradle always fails, with an '* What went wrong: Could not determine the dependencies of task ':test'. > Configuration with name 'default' not found.' I don't know how to fix this, can you help? Right now I have copied the raw resource files into my eclipse project, but there must be a way to fix that gradle problem. I would appreciate any answers, Thanks in advance,  Lukas"",""The ,MyApiStorage, bit is the complicated part. You'll need to make a class that implements the ,org.telegram.api.engine.storage.AbsApiState, interface, and use that as the first argument to the constructor. Your IDE should be able to help build a skeleton class to get you started..."	MyApiStorage	0	1	0	0
o	"""For Java 7 you can close in a try-with: try(java.util.Scanner s"	java.util.Scanner	0	0	0	1
p	"""I can't speak too much to JAAS itself, but this URL_http://static.springsource.org/spring-security/site/start-here.html [""""suggested-steps""""-guide] on Spring Security and URL_http://static.springframework.org/spring-security/site/reference.html [the-reference-manual] are both pretty good resources on Spring Security - if your setup is anything close to simple, you don't really need to do much more than read these."""	JAAS	0	0	0	1
o	Please tell me how can I get access to HttpServletRequest Object.	HttpServletRequest	0	1	0	0
o	"Just make ,FrameSize, a public class if you want it to be visible in other packages."",""Yes, that's what I will do."	FrameSize	0	0	0	1
p	Bewaaaaare of Gson!	Gson	0	0	0	1
p	"""With shiro it was quite easy.I am not expert of spring security or shiro, its just my personal experience as user of both."""	shiro	0	1	0	0
n	"""For ActiveMQ, I found very little documentation comparing to Jboss."""	ActiveMQ	0	0	0	1
p	Really easy to map JSON to almost any java object by only annotating the class using JsonElement and then passing the java and class to JsonReader like: CODESNIPPET_JAVA1 .	JSON	0	1	0	0
o	"""For example, the JSONObject"	JSONObject	0	0	0	1
o	"Improved the answer by adding links to the ,Commons IO, (,IOUtils,) documentation and the maven search site."",""I believe it's better to use HttpURLConnection, as described in ,stackoverflow.com/a/2938787/3281252,."	IOUtils	0	1	0	0
o	I get java.io.StreamCorruptedException: invalid stream header.	java.io.StreamCorruptedException	0	0	0	1
o	"Is this String object the java.lang.String? (which is immutable),""To Bombe:  (1) Even if object creation is cheap, object creation ,and, assigning cannot be cheaper than just assigning  (2) It is not only creation that costs; there is also garbage colletion that costs.  (3) There are Java evironments where object creation"	 java.lang.String	0	0	0	1
p	For me that is a HashMap/ArrayList Object.	ArrayList	0	0	0	1
o	"""For URL_http://static.springsource.org/spring/docs/3.0.0.M3/spring-framework- reference/html/ch18s02.html [Restful] I'd use URL_http://blog.springsource.org/2009/03/08/rest-in-spring-3-mvc/ [spring] , or URL_http://www.restlet.org/ [restlet] ."""	restlet	0	0	0	1
o	It's a layer above that can be supported by Apache HttpComponents or Java's Net API for example.	Apache HttpComponents	0	0	0	1
o	"""Or to put that another way, it would look much like the equivalent Swing components when they are set to the native PLAF."""	Swing	0	0	0	1
p	The latest version of NetBeans include a very nice and simple visual editor for Swing called Matisse URL_http://www.netbeans.org/kb/articles/matisse.html [Matisse] .	Swing	0	1	0	0
p	"Is there a good tutorial or documentation anywhere once you get past the basics? Pro JPA 2 Mastering the Java Persistence API is a much better than the sun tutorial, but doesn't go into enough detail. I'm having a hard time creating complex joins using Criteria API and not finding extensive documentation and examples."",""To april26 - I learned via trial and error enabling OpenJPA's logging in my WAS 8 output console.  I was able to see the SQL the Criteria API was generating and tinkered with it until it spit out the query I was expecting to see.  Before that, I plowed thro"	Java Persistence API	1	0	0	0
o	"It is simply on the method defined in the xml of the activity. In the xml there's a button called noteNew, that when clicked, calls NewNoteAction()."",And I'm using android api 11."	NewNoteAction()	0	0	0	1
o	"I want to ask another question, Can I get to users stream or Newsfeed on Google Plus? or the API only provide access to users own posts ?"",""You should take a look at activities.list, ,developers.google.com/+/api/latest/activities/list,, for reading public activities data. Feel free to start another question too."	activities.list	0	1	0	0
o	"I would go for second approach. You would avoid problem with method overloading. Or ,allRecordsBy(Filter),."",What would be the problem of overloading?"	allRecordsBy(Filter)	0	0	0	1
p	"URL_http://www.jboss.org/resteasy [RESTEasy] has a URL_http://docs.jboss.org/resteasy/docs/2.3.0.GA/userguide/html/RESTEasy_Client_Framework.html [JAX-RS-proxy-based-client] implementation."""	RESTEasy	0	1	0	0
p	"""Now, I can see that URL_http://xstream.codehaus.org/ [XStream] might be very useful as it's nonintrusive and has really simple api."""	XStream	0	1	0	0
p	Yes I think slf4j is what I'll go with.	slf4j	0	1	0	0
n	Don't be burnt by misunderstanding what available() gives you.	available()	0	1	0	0
p	"""The question explicitly says the class is a built-in collection, so toString() can't be modified."""	toString()	0	0	0	1
o	Usually I use URL_http://jaxb.java.net/ [jaxb] or URL_http://xmlbeans.apache.org/ [XMLBeans] if I need to create objects serializable to XML.	jaxb.java.net	0	0	0	1
o	"URL_http://www.jboss.org/resteasy [RESTEasy] Essentially what I am asking is... What is the value in using a RESTful Java framework?"""	RESTEasy	0	1	0	0
o	"combining device.takeSnapshot().writeToFile(""""out.png"""", null); with this code throws an device unresponsive exception. I am guessing its a version mismatch of somekind since I am trying it out with bluestack emulator"",To Gautam Will you please tell me from where did you get the jar files and also if can name all the jar files too?"	"device.takeSnapshot().writeToFile(""""out.png"""", null)"	0	0	0	1
o	You can use URL_http://download.oracle.com/javase/7/docs/api/java/net/HttpURLC onnection.html [java.net.HttpUrlConnection] .	java.net.HttpUrlConnection	0	1	0	0
o	"""The page describing how to use the URL_http://www.eclipse.org/datatools/projec t_sqldevtools/sqltools_doc/SQL%20Query%20Parser%20User%20documentation.htm [SQL-Query-Parser] has an extremely brief use of URL_http://help.eclipse.org/h elp33/index.jsp?topic=/org.eclipse.datatools.doc.isv/html/reference/api/org/ec lipse/datatools/modelbase/sql/query/util/SQLQuerySourceFormat.html [SQLQuerySourceFormat] which provides these options:"	SQLQuerySourceFormat	0	1	0	0
n	"Please don't use this code ,at all., There's no point in deploying an insecure solution even just to test it. You're running the risk of it 'leaking' into production, which would be a ,major, security breach. Also the code ignores exceptions and violates the contract of ,TrustManager., Avoid."",To EJP I wrote that at least the root certificate is needed (in the first paragraph). I corrected the second paragraph to clarify this."	TrustManager	0	1	0	0
o	"Just a note : HttpStatusCodeException only gives u syntaxic sugar around HTTP status codes, but you have what you need in RestClientResponseException with """"getRawStatusCode()"""" and """"getResponseBodyAsString()""""."",""Yep, if that's a POJO then all is fine. I'll rename the class (at least in the post). Exceptions usually expose a constructor accepting another exception (a cause) and one may get easily confused as I did."	getRawStatusCode()	0	1	0	0
o	You can use java.nio which is faster than classical Input/Output stream: URL_http://java.sun.com/javase/6/docs/technotes/guides/io/index.html [ URL_http://java.sun.com/javase/6/docs/technotes/guides/io/index.html ] .	java.nio	1	0	0	0
o	IDE for Swing.	Swing	0	0	0	1
o	use a StringBuilder.	StringBuilder	0	1	0	0
o	Jackson is also easy to use.	Jackson	0	1	0	0
o	See URL_http://stackoverflow.com/a/13144054/603516 for some links to related log4j locking issues.	log4j	1	0	0	1
p	"""URL_http://alias-i.com/lingpipe/ [LingPipe] , URL_http://opennlp.sourceforge.net/projects.html [OpenNLP] , etc."""	LingPipe	0	0	0	1
o	"""@mKorbel SAF is deprecated, Swing is not."""	SAF	0	1	0	0
o	"To sp00m, He is just curious, let him be."",""It helps to further note that ,HashSet, has API on its own as well. For example it has constructors which are never a part of the API defined by implemented interfaces."	HashSet	0	0	0	1
o	"""This is essentially a thread-local Map<String,Object> which you can use to add additional context information to your logging event."""	Map<String,Object>	0	1	0	0
o	"I Googled ,skype api java, and found a ton of libraries. Why can't you use them?"",I also Googled. All that I have found is obsolete. Correct me if I'm wrong."	skype api	0	1	0	0
n	Difference between Swing and AWTSeveral consequences result from this difference between AWT and Swing.	AWT	0	0	0	1
o	Miglayout is so much simpler than Swings perceived 200 different layout managers and much more powerful.	Swings	1	1	0	0
p	You'll see that you can configure and/or replace just about anything because of Shiro's POJO /injection-friendly architecture.	Shiro	0	1	0	0
o	"But I saw to run multiple AsyncTask , you need to use the code above To TargetApi(Build.VERSION_CODES.HONEYCOMB) ..... - but I don't know how to implement it into my method"",""Hello Rohit, Thanks for your answer. But how can I include it when I make a new Async i.e as my code above ? = new AsyncTask<Void, Void, String>() {... - P.S I am novice to android"	AsyncTask	0	1	0	0
o	"interesting.... this is a new concept for me so I'm not sure if we can use annotations in this way... but maybe it would work for us.,""To RostislavMatl Maybe, I don't know Tapestry. But from the doc, I can see that it's an """"Adaptive API"""" but maybe it's not an """"Adaptive Pattern"""". I don't know how those annotations works exactly."	Tapestry	0	0	0	1
o	Remember to not confuse slf4j-xxxx.jar with xxxx-over-slf4j.jar.	slf4j	0	0	0	1
o	URL_http://en.wikipedia.org/wiki/Restlet [Restlet] (pioneer of JAX-RS)	Restlet	0	1	0	0
p	"""(Jboss 4.2 with Hibernate 3.2.6.ga on the main app, second app is Play!Framework 1.2.5 bundled with Hibernate 3.6)."""	Jboss	0	0	0	1
o	"Reader is a class, not an interface and you can override a function with an implementation with fewer or no exceptions declared. And it will work. So there's no reason for StringReader to have them declared."",You can't do it here."	StringReader	0	0	0	1
p	"To Mike Sickler Forgive me if I'm stating the obvious but if you do write the parser yourself, ,DumpResource.java, in the gettext package might be useful."",""Great, +1 for using Scala"	DumpResource.java	0	1	0	0
o	"Based on the feedback here I have decided to use constructor injection and to remove the default constructor as the parent of a component can never change by design (immutable heritage).  There is a single interface type that is permitted to have an empty parent and all methods that call getParent() are aware that the top node will return null.  If any other type of class provides null in the constructor then I throw an IllegalArgumentException so that it will fail fast. I also documented in the code that parent should always be non-null (along with the exceptional case).,""Also, I'm not sure you can control the order in which the Spring wiring frameworks calls your bean's setters."	getParent()	0	0	0	1
o	AWT components are platform-dependent.	AWT	0	0	0	1
o	GSon uses the same design protocol JSON.org went with when developing JSONObject and JSONArray.	GSon	0	1	0	0
o	"""you forgot for Java Desktop Aplication based on JSR296 as built-in Swing Framework in NetBeans excluding AWT and JavaFX are all of your desribed frameworks are based on Swing, if you'll start with Swing then you'd be understand (clearly) for all these Swing's (Based Frameworks) ATW, SWT (Eclipse), Java Desktop Aplication(Netbeans), SwingX, JGoodies all there frameworks (I don't know something more about JGoodies) incl."""	Netbeans	0	0	0	1
o	"To kaleeswaran14 not sure. Maybe the ,.setForce(true), is important here?"",To kaleeswaran14 I have edited the answer to include a more precise example."	setForce(true)	0	0	0	1
o	"""Swing is built on top of AWT and includes light-weight components that look and behave the same on all platforms, so you never should use AWT components directly."""	Swing	1	0	0	0
o	"by Oscar Reyes** I've found the code used ( indirectly ) by that class: URL_http://www.docjar.com/html/api/org/apache/commons/io/IOUtils.java.html [IOUtils.java] under URL_http://www.apache.org/licenses/LICENSE-2.0 [Apache- Licence-2.0] CODESNIPPET_JAVA2 ."""	IOUtils.java	0	1	0	0
n	It also has the fastest JSON to JavaBean mode too.	JSON	1	0	0	0
o	"""Hi, based on ur experience, is the GSON support JDK1.4 by any chance?"""	GSON	0	0	0	1
o	Some of the frameworks that build on Shiro may offer more of what you are looking for.	Shiro	0	0	0	1
o	"classic example of favoring composition over inheritance..+1,""Actually, addAll and the constructors don't need to be overridden since they are defined in AbstractSet and AbstractCollection to simply call the add method.  So only add really needs to be overridden."	AbstractSet	0	1	0	0
p	The number of connections you're talking about tells me you should use java.net.	java.net	0	0	0	1
o	"""@plasma147 Instead of downvoting, consider editing the example (I just submitted that, adding Closeables.closeQuietly(stream);)."""	Closeables.closeQuietly(stream)	0	0	0	1
p	I found configuring and using JBoss to be about as pleasing as trying to shave with a jagged spoon while riding a unicycle with no seat.	JBoss	0	1	0	0
o	Log4j 2.0 is not a facade and does not advertise to be one.	Log4j	0	1	0	0
n	Shiro annotations seem to suffer some issues in spring.Information on how to solve it are very har and there are various posts in stackoverflow (1 or 2 posted by myself) which most of the time found no answers.	Shiro	0	1	0	1
o	"message.setText(body, """"text/plain; charset=UTF-8""""), or similar haven't worked for me in Windows 10 default Mail application (and sometimes in Outlook) for certain slavic letters. I solved it by using ,MimeBodyPart, and setting ,setHeader(""""Content-Type"""", """"text/plain; charset=UTF-8""""), on it.  As for the subject, ,message.setSubject(subject, """"UTF-8""""), worked perfectly for slavic characters (without it, even gmail didn't recognize '?' character)."",To bartac I have added your solution. Maybe the difference between rich (with a mime part for the plain text) and plain messages."	message.setSubject	0	1	0	0
p	A library which helps for basic file manipulation is URL_http://commons.apache.org/io/ [Apache-Commons-IO] .	Apache-Commons-IO	0	1	0	0
p	"""It's also part of JBossAS 5, and RedHat are doing a good job of supporting it."""	JBossAS	0	0	0	1
o	"""I talked about Swing :-), only about Swing Framework or Framework based on JSR296."""	JSR296	0	0	0	1
o	"If it was for internal use only, I'd probably do that. ,parseOrNull, and ,parseOrThrow, (throwing an unchecked exception if parsing failed) is actually a convention that I use quite often.  But I don't think that would be so good for a public API, for the reasons you mentioned.  I suspect it would confuse people, since quite likely it wouldn't be a convention they'd seen before and really they'll just want to get the job done ASAP rather than figure out my terminology."",""It is a matter of taste indeed.  I had considered using methods like parseOrNull(String), but I don't think that really fits with the Java way of doing things as set by the core JDK libraries.  Plus you're forcing people to check for nulls or get an unhelpful NullPointerException in the case of them parsing strings that they 100% expect to be valid (versus user input where they're expecting pretty much anything)."	parseOrNull	0	0	0	1
o	"I'd suggest not explicitly allocating a HashSet, but instead take a Set<E> argument in the constructor. This then makes NoNullSet a decorator class that can work w/ HashSet or TreeSet or EnumSet or whatever."",""Oh, I see you've added your own answer instead."	HashSet	0	1	0	0
p	Have a look at Webstart for deploying your application.	Webstart	0	0	0	1
o	"""@Andrew in addition to PLAF and layout, JGoodies offers more: beans binding (for presentation model pattern), validation and a """"JSR-296 like"""" framework (that one is commercial)."""	JGoodies	0	0	0	1
o	"""No Swing, just tiny bit of AWT ( CODETERM3 )."""	Swing	0	0	0	1
o	"Created by IBM for Eclipse, they seemed to think that Swing was not suited for Eclipse at the time."""	Swing	0	0	0	1
p	"""I'm not a crypto expert by any means (so take this suggestion with a grain of salt), but I have used URL_http://en.wikipedia.org/wiki/Blowfish_(cipher) [Blowfish] before, and I think you can use it for what you need."""	Blowfish	0	1	1	0
p	Shiro defaults almost everything to sane defaults and you can override or configure only what you need.	Shiro	0	1	0	0
